pageid,naam,geboortedatum,geboorteplaats,overlijdensdatum,overlijdensplaats,beroep,bekend_van,periode_actief,werkt_samen_met,trivia,tekstuele_informatie
679,Robert_ten_Brink,1955-10-20,Amsterdam,,,"presentator, acteur","De avondspits, Cijfers en letters, Jeugdjournaal, Lingo, All you need is love, Lotto weekend miljonairs",1979-heden,Leoni Jansen,,"Een voorbeeld van de ideale schoonzoon. Vlot, goedlachs, welbespraakt, attent, belangstellend, hulpvaardig. Ten Brink evolueert van presentator Jeugdjournaal tot showmaster. Ten Brink is evenwel vrij ingetogen van aard. Hij is de ideale man voor emotionele televisieprogramma's. Hij presenteert er verschillende in dit genre, waarvan All you need is love het meest bekende is. Volgens het blad Quote is Ten Brink een van de best betaalde televisiepresentatoren.

Zijn eerste publiekelijke optreden is op zeventienjarige leeftijd, Robert ten Brink is twee maanden spreekstalmeester in Circus Sarassani voor de Nederlandse tournee. Hij begint na zijn opleiding aan de Kleinkunstacademie (1973 – 1978) in 1979 als discjockey op Hilversum 3 bij de KRO. Van 1979 tot 1982 verzorgt Ten Brink samen met Bram van Splunteren en Hubert van Hoof de presentatie van De Noenshow. Een vast onderdeel is het minihoorspel ‘De Bazuin’, waarin de muziekindustrie op de hak genomen wordt. Robert speelt verder tien jaar lang elke Sinterklaasavond een belangrijke rol in De avondspits. Met een verwrongen stem beledigt Ten Brink als Sinterklaas ogenschijnlijk discjockey Frits Spits op een verschrikkelijke manier. De luisteraars hebben echter niets in de gaten. Het item is zelfs zo populair, dat de NOS een trein huurt bij de NS om dit programma te presenteren. Duizenden fans staan op de perrons. Wanneer Frits Spits in 1995 met zijn programma stopt, vervalt ook dit satirische item. Ten Brink presenteert ook enige tijd het radioprogramma’s de Steen en been show. Robert ten Brink begint in 1981 zijn televisiecarrière als spelleider van Cijfers en letters. Hij doet dit spel twee seizoenen. Hij wordt pas een bekende Nederlander door zijn medewerking als presentator van het Jeugdjournaal. Vanaf september 1984 werkt hij samen met Leoni Jansen, die hij kent van de Theaterschool. Over zijn werkzaamheden bij het Jeugdjournaal merkt Ten Brink in een krantenartikel op: “Het mooie van journaalpresentator is, dat je vier keer per week de kans krijgt om televisie-ervaring op te doen”.

Vervolgens presenteert hij verschillende programma’s zoals Superfan (1986 t/m 1988) en Wereldwijs (1988 – 1990). Vanaf 1989 is Ten Brink de spelleider van de quiz Lingo. Hij dankt onder andere zijn bekendheid aan het dragen van gekleurde colberts.

In verband met bezuinigingen kan de VARA Ten Brink slechts de presentatie van het spelletje Lingo aanbieden. In het winterseizoen van 1992 stapt hij over naar Veronica. Deze omroep biedt hem een beter contract aan. Bij Veronica kan hij twee grote avondvullende showseries presenteren. Tegelijkertijd besluit Ten Brink om zijn zakelijke belangen voortaan door John de Mol Produkties te laten behartigen.

Hij wordt de centrale figuur in emotie-TV met All you need is love. De eerste reacties zijn overweldigend. Resultaat: circa vier miljoen kijkers. Het watergebruik van Amsterdam loopt tijdens de uitzendingen zelfs drastisch terug. Gedurende vier seizoenen is de bar een vast onderdeel. Kijkers, die gereageerd hebben op een videoboodschap, zitten aan de bar. Een ander zeer herkenbaar onderdeel wordt gevormd door de Amerikaanse caravan van aluminium.

Ondertussen zijn er ook diverse andere programma’s zoals Sportfreaks (1994/1995) met als teamcaptains Henk Spaan en Harry Vermeegen, en De travestie show (1995). Dit spelprogramma heeft als doel de verkiezing van travestieten voor de titel Miss Travestie Holland. Ten Brink is in hetzelfde jaar ook de centrale figuur in een ledenwerfactie voor het Foster Parents Plan.

In mei 1996 is de eerste aflevering van Make my day. Een programma voor Veronica waarin mensen, die buiten hun schuld in financiële problemen geraakt zijn, geholpen worden. Het voor een aantal kijkers als controversieel bestempelde programma is aanleiding voor de redactie van Barend & Witteman om Ten Brink uit te nodigen.

In 1998 sluit Ten Brink een meerjarig contract bij het concurrerende SBS6 af. Veronica biedt slechts twee jaar en concurrent SBS6 vijf jaar werk.

Vanaf 1999 is Robert te zien in de spelshow Lotto weekend milljonairs. In dit succesvolle en spectaculaire programma, gebaseerd op How to be a Millionaire, kan het grootste geldbedrag uit de Nederlandse tv-geschiedenis gewonnen worden. Het programma is een groot succes. Ondanks de concurrentie van andere loterijen op televisie, trekt Ten Brink met “Lotto Weekend miljonairs” elke uitzending gemiddeld 1,2 miljoen kijkers.

In november is hij de presentator van Love Boat. Tien vrijgezelle mannen en vrouwen maken een cruise op een fraai zeiljacht in het Middellandse-Zeegebied. De liefdesperikelen die ontstaan worden door de camera gevolgd. Tevens doet hij de presentatie van Big Diet. In deze reality-soap worden zes zwaarlijvige mannen en vrouwen ondergebracht in een kasteel in Valkenburg. In drie maanden tijd moeten de deelnemers zoveel mogelijk kilo’s zien kwijt te raken. Hierbij worden ze begeleid door een team van deskundigen (diëtisten, sportinstructeurs en een psycholoog). Eens in de zoveel weken wordt de balans opgemaakt. Diegene die het minst aantal kilo’s verloren heeft, moet het kasteel verlaten. De uiteindelijke winnaar krijgt het verloren gewicht in goudstaven uitgekeerd.

Vervolgens presenteert hij Super Robert. In dit programma, een mix van All you need is love, Surprise show en Spoorloos, verrast Ten Brink mensen in de studio of op locatie. De presentatie geschiedt grotendeels in een decor.

In 2003 wordt Ten Brink samen met Adam Curry aangetrokken door Endemol voor de groots opgezette Sterrenbeurs. In dit multimediale tv-programma kan via een internetsite door de kijkers gehandeld worden in fictieve aandelen van bekende Nederlanders. Al na drie afleveringen komt er een eind aan de samenwerking. Ondanks het uitzenduur op prime time kijken er slechts 329.000 mensen naar Sterrenbeurs. Drie weken na het vertrek van Ten Brink stapt ook Curry als presentator bij Sterrenbeurs op.

In december 2003 is hij op de radio terug als presentator. Van 1e Kerstdag tot Oudjaarsdag valt hij in een twee uur durend programma te beluisteren op Radio Noordzee. In mei 2004 ontmoeten Wendy van Dijk en Robert ten Brink oude bekenden in de serie Hoe gaat het met?. Het duo gaat op bezoek bij spraakmakende personen uit verschillende tv-programma’s van het afgelopen seizoen. Zo gaat Ten Brink langs bij de finalisten van Expeditie Robinson.

In 2005 tekent Ten Brink een contract met RTL die een sponsorcontract met Lotto heeft afgesloten voor Lotto Weekend Miljonairs. Ook neemt hij de presentatie van het terugkerende Klasgenoten en van All you need is love voor zijn rekening. In 2006/2007 is Ten Brink ook weer in het theater te zien, in de voorstelling De Grote Arie & Silvester Show van het cabaret duo Arie en Silvester. Hij geeft als een showmaster via een videoscherm opdrachten aan het duo.

In de jaren 2007 en 2008 presenteert hij tweemaal een Koffietijd!-special samen met Mireille Bekooij. Vanaf het najaar van 2008 presenteert Ten Brink een nieuwe spelshow Het moment van de waarheid. Ook neemt hij het programma Laat ze maar lachen één seizoen over van Ron Brandsteder.

Ten Brink heeft met zijn vrouw vijf dochters, met wie hij te zien in de reclamespot voor Liga. In februari 2000 schrijft hij zijn eerste column voor het tijdschrift Vriendin."
15396,Nienke_Brinkhuis,1971-10-10,Wageningen,,,acteur,"Swingers, The Italian Connection, Gay",1999-heden,"Stephan Brenninkmeijer, Joep Sertons",,"Nienke Brinkhuis is een Nederlands actrice en presentatrice.  Brinkhuis heeft gestudeerd aan de docentenopleiding dramatische vorming aan de Hogeschool voor de kunsten te Arnhem en heeft een acteursopleiding gevolgd aan ‘De Trap’ in Amsterdam.  In 1999 wordt Brinkhuis derde in de finale van de Nationale Soapacteerwedstrijd van de AVRO.  Sindsdien heeft ze in meerdere televisieprogramma’s gespeeld waaronder Rozengeur , wodka lime, In de praktijk en Zeg ns AAA. Brinkhuis heeft hoofdrollen in de bioscoopfilms Swingers (2002) en Gay (2004). Daarnaast heeft ze zowel in een groot aantal theaterproducties gespeeld als in commercials en bedrijfsfilms. Tevens presenteert ze de officiële opening van de Betuweroute in aanwezigheid van Hare Majesteit de Koningin."
67023,Maja_van_den_Broecke,1956-06-16,Amsterdam,,,acteur,Vrouwenvleugel,1985-heden,,,
29731,Peter_Broekaert,1954-04-03,Gent,,,acteur,"Het wassende water, De wandelaar, De beslagen spiegel, Het bloed kruipt, Goede tijden slechte tijden",,,,
56769,Manuel_Broekman,1986-12-26,Amsterdam,,,"presentator, acteur","Onderweg naar morgen, Feuten, Spuiten en slikken",1996 - heden,,Manuel Broekman is acteur en sinds 2010 televisiepresentator bij Spuiten en slikken van BNN. Zijn acteerdebuut maakt hij in de VPRO-serie Madelief.  Op vijftienjarige leeftijd speelt hij even mee in de soap Onderweg naar morgen.  Verder speelt hij in dramaseries Sprint en Voetbalvrouwen.  Na de havo begint hij aan de Toneelacademie maar komt niet verder dan de propedeuse.  Het lijkt zijn carrière niet in de weg te zitten,
13300,Medi_Broekman,1983-09-12,,,,acteur,"Stellenbosch, Russen, Simon",1996- heden,"Anne-Wil Blankers, Eddy Terstall",,
32380,Herman_Brood,1946-11-05,Zwolle,2001-07-11,Amsterdam,"acteur, zanger","Zusje, Buitenspelen",1975 - 2001,,,
661,Dolf_Brouwers,1912-08-31,Utrecht,1997-09-23,Den Haag,zanger,"Barend is weer bezig, Van Oekels Discohoek, Het is weer zo laat",1972-1995,"Wim T. Schippers, IJf Blokker",,"Na een leven van twaalf ambachten en dertien ongelukken wordt Dolf Brouwers op zijn zestigste jaar tot zijn grote vreugde ontdekt als ‘artiest’. Het is moppentapper Harry Touw, die programmamaker Wim T. Schippers attent maakt op de man die zo graag een groot zanger had willen zijn. Schippers vormt Dolf Brouwers tot het type Sjef van Oekel. Wim T. Schippers koopt een grote bril voor hem, steekt hem in een smoking en adviseert hem een soort van ‘Hitlersnor’ te laten staan. Dolf gaat helemaal op in zijn rol en weet soms niet meer het verschil tussen Dolf en Sjef. Hij geniet van alle aandacht en is er dol gelukkig mee. Na jaren van de eindjes aan elkaar knopen komt er geld binnen voor nieuwe meubels en zelfs een zomerhuisje in de badplaats Oostvoorne.

Brouwers blijft op en top een heer en protesteert wanneer Wim T. Schippers hem in stripverhalen laat vloeken en vunzige handelingen laat uitvoeren. Een rechtszaak is het gevolg; de kwestie wordt later in de minne geschikt. Wanneer zowel programmamakers als het publiek zijn uitgekeken op het type Sjef van Oekel, trekt Dolf Brouwers zich terug en zorgt voor zijn dementerende vrouw. Wanneer hij door mensen op straat of door journalisten nog wordt aangesproken, begint hij te glimmen en vertelt dankbaar te zijn voor de successen die hij op zo’n hoge leeftijd nog mocht beleven met de woorden: “Ik heb een veel belovende toekomst achter de rug, als het ware dan, reeds…”

Dolf Brouwers debuteert op zijn zevende jaar in kinderoperettes. Op twaalfjarige leeftijd begint hij als krullenjongen bij een timmerman in Scheveningen. Wanneer hij veertien is komt hij in het kappersvak terecht en werkt van acht uur ’s morgens tot tien uur in de avond. Zijn beroemdste klant is prins Hendrik. Wanneer de directeur van theater Scala in Den Haag, terwijl hij door Dolf wordt geknipt, hem vraagt om in het operettekoor te komen, aarzelt hij geen moment. Voor vijftien gulden per week zingt en danst hij bij het gezelschap en ontmoet er zijn vrouw Greet. Na de Tweede Wereldoorlog pakt hij zijn oude beroep weer op en wordt kapper in een bejaardentehuis. Daarna volgen baantjes als reisleider en schilder in Madurodam. In zijn nadagen als artiest in 1972 krijgt hij de rol van Sjefke van Oekel, eigenaar van een Belgische friteskraam in De Fred Haché show. Het type Sjef van Oekel wordt razend populair en al snel krijgt hij eigen shows. Dolf maakt talloze platen die hoog op de hitparade komen zoals Vette Jus. Dolf gaat op de schnabbeltoer en zijn laatste werk is dat als parlementair medewerker voor de VARA-radio. Wanneer zijn vrouw Greet ziek wordt stopt hij met optreden en wijdt hij zich aan de verzorging van zijn vrouw tot haar dood in 1995. Twee jaar later overlijdt Brouwers zelf in zijn huis in Den Haag.

Ook al voelt hij zich mislukt als zanger, toch komt Dolf Brouwers wekelijks in de Haagse Artiestenclub, waar vooral oudere kunstenaars over vroeger praten. Daar is moppentapper Harry Touw de voorzitter van en deze werkt samen met Wim van der Linden, Gied Jaspars en Wim T. Schippers aan De Fred Haché show waarin Harry furore maakt als Fred Haché. Wanneer er wordt gezocht naar een dikke Belgische fritesbakker, denkt Harry dat Dolf Brouwers wel een kans maakt. In de tweede De Fred Haché show is hij Sjef van Oekel wiens friteskraam in het Belgische Reet is afgebrand doordat de vlam in de pan schiet. Dolf krijgt meerdere rollen: als playbackende travestiet in bloemetjesjurk, als de nogal op Hitler lijkende Duitse militair die een lied van Schubert zingt, als friet etende manager van Miss België en als Belgische Minister van Cultuur, vooral omdat het Vlaams spreken hem goed af gaat. Wanneer de van huis uit drummer IJf Blokker een eigen televisieserie krijgt als Barend Servet in Barend is weer bezig wordt de rol van Dolf als Sjef van Oekel groter. Badend in het zweet en in keurige smoking houdt hij een inleiding voor een volle zaal. Omdat hij geen teksten kan onthouden leest hij alles van papier en dan horen we voor het eerst de uitdrukkingen, die door Wim T. Schippers zijn bedacht: ‘reeds, pardon reeds, als het ware, dat ben ik dus en waar heb dat nou voor nodig!’.

In december 1973 is er de geruchtmakende kerstshow Waar heb dat nou voor nodig? waarin hij Vette jus en Juliana, onze vorstin zingt. Brouwers maakt zich ook sterk voor een radiozender met uitsluitend klassieke muziek: Hilversum 4. Het volgende seizoen is er Van Oekel’s Discohoek waarin Sjef hinderlijk en met veel kabaal rondloopt tussen artiesten die hun plaatjes komen promoten. Zangers en zangeressen kunnen hun gage halen bij boekhouder Evert van der Pik, die achter een tafeltje zit en de artiesten het honorarium cash overhandigt. Platenmaatschappijen zijn eerst huiverig, maar gaan – net als de artiesten – overstag wanneer men op hoge kijkcijfers kan rekenen. Opnieuw is er een voor die tijd schokkende kerstshow met Van Oekel’s Discohoek, die eindigt met een scène waarin Sjef moet overgeven in zijn fietstassen. Toppop-presentator Ad Visser overhandigt in Van Oekel blikt terug aan Dolf de trofee voor ‘De populairste man van het jaar’, uitgeroepen door de lezers van het blad Muziek Expres. Samen met Barend Servet trekt Sjef van Oekel het land door met een soort drive-in show.

In 1978 speelt Brouwers de hoofdrol in de tiendelige televisieserie Het is weer zo laat, ook wel Waldolala genoemd naar de gelijknamige nachtclub waarvan hij de eigenaar is: Waldo van Dungen. Het meisjestrio LUV’ heeft daarin de eerste grote hit met ‘U Owe Me’(welkom in Waldolala). Andere televisieprogramma’s ontdekken dat het leuk is om Dolf te brengen. Zo komt hij in Sonja’s Goed Nieuws Show waarin hem wordt voorgehouden, dat hij hoog op de lijst van irritantste Nederlanders staat. Dit belet Dolf niet om luidkeels uit te barsten in het lied Eens zal de Betuwe in bloei weer staan.

In 1979 speelt hij rol in de speelfilm Cha Cha van Herbert Curiël. Opnieuw slaat Wim T. Schippers in 1981 toe met een nieuwe twaalfdelige serie De lachende scheerkwast waarin Dolf een belangrijk aandeel heeft. Hij is ook te zien in Schippers’ serie Op zoek naar Yolanda.

Vervolgens is hij wekelijks actief als parlementair medewerker in het VARA-middagprogramma Paviljoen Drie van Felix Meurders op Radio 3. Ook andere televisieprogramma’s nodigen hem regelmatig als gast uit. In Mid Lotto Live zingt Dolf een lied met Vanessa en veinst geen belangstelling te hebben voor haar borsten. Ook doet hij mee in een aflevering van Kinderen voor Kinderen Brouwers zingt het lied Sneu, omgeven door een groot kinderkoor.

In 1989 komt het tot een verwijdering tussen Sjef van Oekel en zijn geestelijke vader Wim T. Schippers. Brouwers is boos omdat hij geen vergoeding krijgt voor de stripboeken die over Van Oekel verschijnen. Ook heeft hij bezwaar tegen het feit dat de stripfiguur vloekt en vunzige taal bezigt. De stripboeken (met tekeningen van Theo van den Boogaard) zijn een groot succes en worden vertaald in het Duits, Deens en Frans. De rechter beslist in 1991, dat Van Oekel niet langer mag worden afgebeeld in ‘obscene of pornografische scènes’. Brouwers eist 550.000 gulden. Nog voordat de zaak in hoger beroep dient, bereiken Schippers en Brouwers een financiële schikking. Langzaam maar zeker wordt het stil rondom Dolf Brouwers."
842,Martin_Brozius,1941-11-04,Hoorn,2009-03-24,Amsterdam,acteur,"Ebenezer Scrooge, De kleine waarheid, Kunt u mij de weg naar Hamelen vertellen, mijnheer?, Ren je rot",1968-2001,"Carry Tefsen, Jeroen Krabbé, Rob de Nijs, Tom Herlaar",Is af en toe nog te zien na 2001. Grootse show werd in 2007 afgelast wegens ziekte,
14082,Eddy_Brugman,1943-11-04,Antwerpen (België),,,acteur,"Het dagboek van een deugniet, Westenwind, De stilte van het naderen",1962-heden,"Tom van Beek, Cees Geel, Stephan Brenninkmeijer",,
9764,Caroline_De_Bruijn,1962-07-31,Dordrecht,,,acteur,Goede tijden slechte tijden,1990-heden,"Erik de Vogel, Wim Zomer, Rick Engelkes",,
4202,"Koert-Jan_de_Bruijn
",1976-08-15,Amsterdam,,,acteur,"Goede tijden slechte tijden, House Vision Bestemming Nederland",2001-heden,"Roland de Groot, Joop van den Ende, Evelyn Struik, Cynthia Abma",,"Koert-Jan heeft een brede interesse: de medische wereld, sport, auto's en muziek. Zijn jongensdroom is arts te worden, maar door toeval belandt hij bij de televisie. Dankzij zijn rol in Neerlands oudste soap Goede tijden slechte tijden staat Koert-Jan bekend als de handige, maar vooral aantrekkelijke klusjesman Dennis Tuinman. In het echte leven is Koert-Jan een bescheiden en, zoals hij zelf zegt, verlegen persoon. Over zijn acteerambitie laat hij weten ""Eigenlijk was het nooit mijn bedoeling om acteur te worden. Ik vond dat echt iets voor mensen die hun hele leven daar naar toe hebben gestreefd"".

Na het behalen van zijn VWO diploma schrijft Koert-Jan zich vol goede hoop in voor de studie Geneeskunde. Helaas wordt hij uitgeloot en besluit zijn tweede keus, Medische Biologie, te gaan studeren. De studie bevalt niet en na een half jaar houdt Koert-Jan het voor gezien. Na een tijdje te hebben gewerkt in de parfumeriezaak van zijn ouders gaat Koert-Jan het studiejaar daarna Commerciële Economie studeren.

Tijdens zijn studietijd schrijft Koert-Jan zich in bij Klooster Casting, het bekende castingbureau van Harry Klooster. Al enige tijd klust hij bij als model voor modeshows en hij hoopt via Klooster Casting eventueel een zakcentje bij te verdienen met commercials.

Zijn eerste screentest volgt snel en het castingbureau is enthousiast. Koert-Jan maakt zijn debut op de televisie in de comedy-serie Kees & Co. Hier figureert hij als naakte kerstman. Niet veel later wordt hij uitgenodigd voor de screentest voor een vaste rol in een soap. In eerste instantie slaat Koert-Jan het aanbod af; zijn studie gaat voor. Na aandringen gaat hij toch naar de screentest en krijgt hij de rol. In 2001 maakt Koert-Jan vervolgens zijn echte acteerdebut op de televisie als Beer van Nispen in Goudkust.

Zijn flirt met televisie is echter van korte duur. Na drie weken houdt de soap onverwacht op. Koert-Jan gaat daarna diverse screentests af, maar helaas zonder succes. Als hij zijn studie bijna afgerond heeft volgt hij een basisopleiding toneel bij Kunstweb. Gedurende die lessen doet Koert-Jan een screentest voor een rol in ONM. Ook deze rol gaat aan zijn neus voorbij. Twee dagen later wordt hij toch teruggebeld: bij GTST zoeken ze iemand voor de rol van Dennis Tuinman. Deze keer is het wel raak en vanaf mei 2002 is Koert-Jan te zien in Nederlands best bekeken soap Goede tijden slechte tijden.

Aanvankelijk denkt men dat Koert-Jan het neefje is van collega GTST actrice Caroline de Bruijn. Dit wordt echter in 2007 door Koert-Jan in het TV-programma Laat ze maar lachen ontkend.

Naast zijn werk voor GTST is Koert-Jan zo af en toe te zien in verschillende commercials en heeft hij gastrollen in andere televisieseries, zoals Lieve Lust. Koert-Jan laat verder zien dat hij muzikaal is als hij een seizoen de rol van Mooie Leendert speelt in de musical De Jantjes. Zijn status van bekende Nederlander zorgt er bovendien voor dat hij wordt gevraagd om mee te doen aan het programma Dancing with the stars.

In 2008, na ruim 6 jaar de rol van Dennis Tuiman te hebben vertolkt, is het tijd voor iets nieuws. Samen met presentatrice Cynthia Abma neemt Koert-Jan de presentatie van het programma Bestemming Nederland over van Mariska van Kolck, Stella Gommans en Eric Bouwman."
35301,Joke_Bruijs,1952-01-14,Rotterdam,,,"cabaretier, acteur, zanger","Vreemde praktijken, Toen was geluk heel gewoon, Goede tijden slechte tijden",1988 - heden,"Gerard Cox, Sjoerd Pleijsier",,"Joke Bruijs is actrice, zangeres en comédienne, die al vanaf haar vijftiende optreedt bij verschillende radio orkesten. Later in het theater met Jan Blaaser, Don Quishocking en Mini & Maxi en op televisie bij de Mounties. Daarnaast is ze te zien in verschillende speelfilms. In 1970 doet ze mee aan het Nationaal Songfestival en eindigt op een vierde plaats.

Van 1994 tot 2009 speelt ze Nel Kooiman in de serie Toen was geluk heel gewoon. In 2003 krijgt ze van de stad Rotterdam de Erasmusspeld. In 2005 werkt ze mee aan de jubileum theatershow van André van Duin. Na haar rol van Nel Kooiman speelt ze vanaf november 2009 mee in Goede tijden slechte tijden als Maria de Jong.

In 2013 staat ze voor het eerst met Gerard Cox samen op het toneel in de theaterproductie Alles went, behalve een vent."
67009,Hajo_Bruins,1959-03-27,Steenwijk,,,acteur,"Switch (drama), Penoza, Petticoat, Papadag",1986 - heden,,,
26941,Edo_Brunner,1970-10-11,Dubbeldam,,,acteur,"Rozengeur , wodka lime, Cash cab,  Ti-Ta Tovenaar, Toen was geluk heel gewoon, De Club van Sinterklaas",1995-heden,"Ghislaine Pierie , Isa Hoes, Gerard Cox",,
680,Kees_Brusse,1925-02-26,Rotterdam,2013-12-09,Laren,acteur,"De familie Doorsnee, Blokkade, Pension Hommeles, t Schaep met de 5 pooten, Maigret, Tussen wal en schip (drama), Tussen wal en schip, Mensen zoals jij en ik",1948-2004,Wim Kan,,
12850,Erik_de_Bruyn,1962-10-27,Terneuzen,,,"scenarioschrijver, regisseur, acteur","Wilde mossels, Nadine, ""de President"", Gooise Vrouwen"", Antonia"", Van God Los"", In Europa, Maten, Deadline"", de Troon, De Getuige"".",1990 - heden,"Pieter Verhoeff, Anniek Pheifer, Marleen Gorris, Jeroen Willems, Marcel Musters, Paul Ruven, Eric de Kuyper, Will Koopman, Dragan Bakema, Monic Hendrickx, Halina Reijn, Frank Lammers, Fedja van Huet, Bianca Krijgsman, Najib Amhali, Ton Kas, Bracha van Doesburg, Catherine ten Bruggencate, Simone van den Ende, Yorick van Wageningen, Pim de la Parra, Beppie Melissen",,"Wild Mussels is a film full of desire, friendship and romance. A beautiful, raw and lyrical film about ""happiness is a foreign landscape"". Great dialogues in dry-comical dialect (PAROOL)

A talent as de Bruyn, which worked for five years on his film, is rare in our filmculture, because he unites impossible extremities: genrefilm and art-house-product, realism and mythology, speed and contemplation, regionalism and universality… (NRC)

A vital and self-willed film, with comical and tragical escalating incidents, dream-images and surrealistic enlargements of everyday actions. Shot with flexible virtuosity. (VN)

There is excellent acting, in which especially Fedja van Huet springs a suprise in a much burlier leading part as he portrayed in the Oscar-winning Character… (UTRECHTS NIEUWSBLAD)

A daring, versatile soundtrack… Wild Mussels deserves a place on the rostrum, next to Character and the Polish Bride. In 'Zeeuwse' expression: a dyke of a movie… (HP DE TIJD)"
7329,Els_Buitendijk,1939-09-07,"Paree, Java",,,"omroeper, (stem)acteur, acteur",NCRV,1953-1984,"Huib Orizand, Bram van Heskes, Paul van der Lek",,"Els Buitendijk is (hoorspel)-actrice in hart en nieren. Het liefst staat ze op het toneel, zodat er een optimale wisselwerking is tussen performer en publiek. Jarenlang acteert ze via de NRU in diverse hoorspelen van de verschillende omroepverenigingen. Grote bekendheid verwerft ze echter met werkzaamheden op een heel ander terrein: televisie-omroepster. Als opvolgster van Tanja Koen is Buitendijk zo'n 15 jaar het gezicht van de NCRV.

Buitendijk groeit op in Indonesië; haar vader is werkzaam op een suikerrietplantage op Java. De vroege kinderjaren van Buitendijk worden helaas hard verstoord: als ze anderhalf jaar oud is breekt de oorlog uit. Het gevolg is dat ze de eerste vier jaar van haar leven samen met haar moeder opgesloten zit in een Jappenkamp. Het is een ongelukkige periode van altijd honger hebben en opgesloten zitten. Na de oorlog verhuist het gezin naar Amsterdam en vervolgens naar Overveen waar Buitendijk voor het eerst echt kind kan zijn.

Na de lagere school volgt Buitendijk de MMS in Haarlem. Haar droom is om na de middelbare school naar de toneelschool te gaan, maar dat zien haar ouders niet zitten. Ze begint vervolgens tegen haar zin aan de huishoudschool. Hier wordt de rebelse Buitendijk echter al vrij snel weggestuurd. Niet veel later komt ze in een dagblad een advertentie tegen waarin jonge hoorspelacteurs worden gezocht. Acteren in een hoorspel wordt door de ouders van Buitendijk gezien als een 'veilige middenweg' en de net 17 geworden Buitendijk reageert dan ook van harte.

De auditie is succesvol; Buitendijk komt bij de laatste 10 en mag vervolgens deelnemen aan de cursus. Rolien Nieman helpt de tien overgebleven kandidaten met de teksten en voor de spraaktechniek is er Georgette Rejewski. De komende drie jaar zit Buitendijk iedere dag in Hilversum teksten uit te pluizen en karakters uit te zoeken. Na haar examen speelt ze in het klassieke stuk Jozef in Dothan en treedt ze toe tot de Hoorspelkern van de NRU. Vanaf dat moment is ze te horen in radiohoorspelen van alle omroepen en wordt ze omringd door de 'echte' hoorspelacteurs onder andere Huib Orizand, Bram van Heskes en Paul van der Lek.

In 1963 wordt ze tijdens één van de opnames in de studio gezien door Ab van Roon en Klaas Rol van de NCRV-directie. De twee zoeken een opvolgster voor TV omroepster Tanja Koen en benaderen haar voor een auditie. Buitendijk vindt het aanvankelijk helemaal niets; ""Ik ben actrice, geen omroepster"". Ze laat zich echter overhalen en gaat uiteindelijk toch naar de auditie. Een week later wordt ze gebeld en krijgt ze te horen dat ze het is geworden. Na drie jaar heeft Buitendijk het wel weer gehad met het omroepen: ze mist de creativiteit. Ze haalt meer voldoening uit het spelen in de hoorspelen dan het opzeggen van een paar zinnen die iemand anders voor haar bedenkt. Ze wil wel graag presenteren voor de omroep, maar in die tijd zijn de regels bij de NCRV strikt: een omroeper is een omroeper en geen presentator.

Na 2 jaar niet te hebben omgeroepen wordt ze in september 1968 door David Koning, hoofd drama NCRV, benadert voor de presentatie van een jeugdprogramma. Buitendijk ziet dit helemaal zitten, maar het lot beslist anders. Koning verongelukt en met hem sneuvelt ook het jeugdprogramma. Na een tijdje niets gedaan te hebben voor de televisie wordt ze in 1972 teruggevraagd door de NCRV om te omroepen aangezien Rieke van Epen het omroepen verruilt voor de presentatie van het programma Hier en nu. Buitendijk blijft omroepen tot 1 januari 1975. Ze blijft als radio-actrice actief.

Creatieve voldoening haalt Buitendijk in die tijd uit de optredens die ze verzorgt met een harpiste. Ze brengt gedichten en verhalen ondersteund door harpmuziek. Een aantal keer verzorgt het duo met hun optreden de dagafsluiting van de NCRV in het programma Meditatief moment. Maar liefst twintig jaar is het duo te zien met optredens door heel het land.

Na haar werk bij de TV is het voor Buitendijk tijd voor iets anders. Bij haar huis bouwt ze een klein theatertje waar ze kinderen lesgeeft in toneelspel. Hoewel dit haar bevalt merkt ze dat ze het acteren zelf mist. Ze besluit daarop weer op te treden. Deze keer gaat ze alleen op pad met een zelfgemaakt programma rond het in 2008 verschenen boek Anna Boom. Met dit project is Buitendijk helemaal in haar element; ze kan er haar creativiteit in kwijt en staat voor een publiek waarmee ze tijdens haar spel contact kan maken."
8352,Joost_Buitenweg,1967-05-24,Amsterdam,,,"presentator, acteur","Goede tijden slechte tijden, SamSam, Call TV",1990-heden,"Reinout Oerlemans, Casper van Bohemen, John Jones, Elle van Rijn",,
14055,Sacha_Bulthuis,1948-05-24,Doorn,2009-10-15,Den Haag,acteur,"Kruimeltje, Storm in mijn hoofd, TBS, Komt een vrouw bij de dokter",1976-heden,"Maria Peters, Coen Flink, Frans Weisz",,
844,Daphne_Bunskoek,1973-11-22,Almelo,,,"presentator, videojockey, acteur","Morning call, TMF Café, Goedemorgen Nederland, Keyzer , De Boer Advocaten, RTL Boulevard, RTL Travel",1997-heden,"Eddy Zoëy, Jeroen Pauw, Albert Verlinde",,
11376,Claude_De_Burie,1968-01-23,Waregem,,,acteur,"Goede tijden slechte tijden, Recht op recht",1993-heden,"Guusje Nederhorst, Diane Sno",,
